Architecture    Offer                                               Publisher                           Sku                                                Urn                                                                                                                               Version
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.20207.2112090033                                                     9600.20207.2112090033
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.20246.220108                                                         9600.20246.220108
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.20269.220201                                                         9600.20269.220201
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.20303.220303                                                         9600.20303.220303
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.20337.220408                                                         9600.20337.220408
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.20371.220504                                                         9600.20371.220504
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.20402.220611                                                         9600.20402.220611
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.20478.220708                                                         9600.20478.220708
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.20520.220807                                                         9600.20520.220807
x64             Windows-10                                          MicrosoftWindowsDesktop             win10-21h2-pro-zh-cn                               MicrosoftWindowsDesktop:Windows-10:win10-21h2-pro-zh-cn:19044.1766.220609                                                         19044.1766.220609
x64             Windows-10                                          MicrosoftWindowsDesktop             win10-21h2-pro-zh-cn                               MicrosoftWindowsDesktop:Windows-10:win10-21h2-pro-zh-cn:19044.1826.220706                                                         19044.1826.220706
x64             Windows-10                                          MicrosoftWindowsDesktop             win10-21h2-pro-zh-cn                               MicrosoftWindowsDesktop:Windows-10:win10-21h2-pro-zh-cn:19044.1889.220805                                                         19044.1889.220805
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.20069.2107080115                                           9600.20069.2107080115
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.20094.2108061043                                           9600.20094.2108061043
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.20120.2109130648                                           9600.20120.2109130648
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.20144.2110070052                                           9600.20144.2110070052
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.20174.2111051038                                           9600.20174.2111051038
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.20207.2112090033                                           9600.20207.2112090033
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.20246.220108                                               9600.20246.220108
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.20269.220201                                               9600.20269.220201
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.20303.220303                                               9600.20303.220303
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.20337.220408                                               9600.20337.220408
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.20371.220504                                               9600.20371.220504
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.20402.220611                                               9600.20402.220611
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.20478.220708                                               9600.20478.220708
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.20520.220807                                               9600.20520.220807
x64             Windows-10                                          MicrosoftWindowsDesktop             win10-21h2-pro-zh-cn-g2                            MicrosoftWindowsDesktop:Windows-10:win10-21h2-pro-zh-cn-g2:19044.1766.220609                                                      19044.1766.220609
x64             Windows-10                                          MicrosoftWindowsDesktop             win10-21h2-pro-zh-cn-g2                            MicrosoftWindowsDesktop:Windows-10:win10-21h2-pro-zh-cn-g2:19044.1826.220706                                                      19044.1826.220706
x64             Windows-10                                          MicrosoftWindowsDesktop             win10-21h2-pro-zh-cn-g2                            MicrosoftWindowsDesktop:Windows-10:win10-21h2-pro-zh-cn-g2:19044.1889.220805                                                      19044.1889.220805
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:4.127.20180912                                                  4.127.20180912
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:4.127.20181010                                                  4.127.20181010
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:4.127.20181125                                                  4.127.20181125
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:4.127.20190104                                                  4.127.20190104
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:4.127.20190204                                                  4.127.20190204
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:4.127.20190218                                                  4.127.20190218
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:4.127.20190318                                                  4.127.20190318
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:4.127.20190416                                                  4.127.20190416
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.20069.2107080115                                           9600.20069.2107080115
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.20094.2108061043                                           9600.20094.2108061043
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.20120.2109130648                                           9600.20120.2109130648
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.20144.2110070052                                           9600.20144.2110070052
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.20174.2111051038                                           9600.20174.2111051038
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.20207.2112090033                                           9600.20207.2112090033
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.20246.220108                                               9600.20246.220108
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.20269.220201                                               9600.20269.220201
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.20303.220303                                               9600.20303.220303
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.20337.220408                                               9600.20337.220408
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.20371.220504                                               9600.20371.220504
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.20402.220611                                               9600.20402.220611
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.20478.220708                                               9600.20478.220708
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.20520.220807                                               9600.20520.220807
x64             Windows-10                                          MicrosoftWindowsDesktop             win10-21h2-pron                                    MicrosoftWindowsDesktop:Windows-10:win10-21h2-pron:19044.1766.220609                                                              19044.1766.220609
x64             Windows-10                                          MicrosoftWindowsDesktop             win10-21h2-pron                                    MicrosoftWindowsDesktop:Windows-10:win10-21h2-pron:19044.1826.220706                                                              19044.1826.220706
x64             Windows-10                                          MicrosoftWindowsDesktop             win10-21h2-pron                                    MicrosoftWindowsDesktop:Windows-10:win10-21h2-pron:19044.1889.220805                                                              19044.1889.220805
x64             windows_server_2019_iis_hardened                    readymind                           win2019_iis_plan1                                  readymind:windows_server_2019_iis_hardened:win2019_iis_plan1:1.0.4                                                                1.0.4
x64             Windows-10                                          MicrosoftWindowsDesktop             win10-21h2-pron-g2                                 MicrosoftWindowsDesktop:Windows-10:win10-21h2-pron-g2:19044.1766.220609                                                           19044.1766.220609
x64             Windows-10                                          MicrosoftWindowsDesktop             win10-21h2-pron-g2                                 MicrosoftWindowsDesktop:Windows-10:win10-21h2-pron-g2:19044.1826.220706                                                           19044.1826.220706
x64             Windows-10                                          MicrosoftWindowsDesktop             win10-21h2-pron-g2                                 MicrosoftWindowsDesktop:Windows-10:win10-21h2-pron-g2:19044.1889.220805                                                           19044.1889.220805
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.20069.2107080115                                        9600.20069.2107080115
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.20094.2108061043                                        9600.20094.2108061043
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.20120.2109130648                                        9600.20120.2109130648
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.20144.2110070052                                        9600.20144.2110070052
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.20174.2111051038                                        9600.20174.2111051038
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.20207.2112090033                                        9600.20207.2112090033
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.20246.220108                                            9600.20246.220108
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.20269.220201                                            9600.20269.220201
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.20303.220303                                            9600.20303.220303
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.20337.220408                                            9600.20337.220408
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.20371.220504                                            9600.20371.220504
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.20402.220611                                            9600.20402.220611
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.20478.220708                                            9600.20478.220708
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.20520.220807                                            9600.20520.220807
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-zhcn                            MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-zhcn:4.127.20181010                                                       4.127.20181010
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-zhcn                            MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-zhcn:4.127.20181125                                                       4.127.20181125
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-zhcn                            MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-zhcn:4.127.20190107                                                       4.127.20190107
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-zhcn                            MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-zhcn:4.127.20190204                                                       4.127.20190204
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-zhcn                            MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-zhcn:4.127.20190218                                                       4.127.20190218
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-zhcn                            MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-zhcn:4.127.20190318                                                       4.127.20190318
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-zhcn                            MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-zhcn:4.127.20190416                                                       4.127.20190416
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-zhcn                            MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-zhcn:9600.20069.2107080115                                                9600.20069.2107080115
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-zhcn                            MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-zhcn:9600.20094.2108061043                                                9600.20094.2108061043
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-zhcn                            MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-zhcn:9600.20120.2109130648                                                9600.20120.2109130648
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-zhcn                            MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-zhcn:9600.20144.2110070052                                                9600.20144.2110070052
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-zhcn                            MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-zhcn:9600.20174.2111051038                                                9600.20174.2111051038
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-zhcn                            MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-zhcn:9600.20207.2112090033                                                9600.20207.2112090033
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-zhcn                            MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-zhcn:9600.20246.220108                                                    9600.20246.220108
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-zhcn                            MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-zhcn:9600.20269.220201                                                    9600.20269.220201
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-zhcn                            MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-zhcn:9600.20303.220303                                                    9600.20303.220303
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-zhcn                            MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-zhcn:9600.20337.220408                                                    9600.20337.220408
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-zhcn                            MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-zhcn:9600.20371.220504                                                    9600.20371.220504
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-zhcn                            MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-zhcn:9600.20402.220611                                                    9600.20402.220611
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-zhcn                            MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-zhcn:9600.20478.220708                                                    9600.20478.220708
x64             WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-zhcn                            MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-zhcn:9600.20520.220807                                                    9600.20520.220807
x64             windows_server_2022_iis_hardened                    readymind                           win2022_iis_plan1                                  readymind:windows_server_2022_iis_hardened:win2022_iis_plan1:1.0.4                                                                1.0.4
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-zhcn-g2                         MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-zhcn-g2:9600.20069.2107080115                                             9600.20069.2107080115
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-zhcn-g2                         MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-zhcn-g2:9600.20094.2108061043                                             9600.20094.2108061043
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-zhcn-g2                         MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-zhcn-g2:9600.20120.2109130648                                             9600.20120.2109130648
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-zhcn-g2                         MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-zhcn-g2:9600.20144.2110070052                                             9600.20144.2110070052
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-zhcn-g2                         MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-zhcn-g2:9600.20174.2111051038                                             9600.20174.2111051038
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-zhcn-g2                         MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-zhcn-g2:9600.20207.2112090033                                             9600.20207.2112090033
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-zhcn-g2                         MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-zhcn-g2:9600.20246.220108                                                 9600.20246.220108
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-zhcn-g2                         MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-zhcn-g2:9600.20269.220201                                                 9600.20269.220201
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-zhcn-g2                         MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-zhcn-g2:9600.20303.220303                                                 9600.20303.220303
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-zhcn-g2                         MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-zhcn-g2:9600.20337.220408                                                 9600.20337.220408
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-zhcn-g2                         MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-zhcn-g2:9600.20371.220504                                                 9600.20371.220504
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-zhcn-g2                         MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-zhcn-g2:9600.20402.220611                                                 9600.20402.220611
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-zhcn-g2                         MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-zhcn-g2:9600.20478.220708                                                 9600.20478.220708
x64             WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-zhcn-g2                         MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-zhcn-g2:9600.20520.220807                                                 9600.20520.220807
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:14393.4583.2108010852                                                        14393.4583.2108010852
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:14393.4651.2109130103                                                        14393.4651.2109130103
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:14393.4704.2110062116                                                        14393.4704.2110062116
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:14393.4905.2111130103                                                        14393.4905.2111130103
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:14393.4906.2112080838                                                        14393.4906.2112080838
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:14393.4907.220106                                                            14393.4907.220106
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:14393.4908.220116                                                            14393.4908.220116
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:14393.4946.220202                                                            14393.4946.220202
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:14393.5006.220305                                                            14393.5006.220305
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:14393.5066.220403                                                            14393.5066.220403
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:14393.5125.220505                                                            14393.5125.220505
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:14393.5192.220612                                                            14393.5192.220612
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:14393.5246.220705                                                            14393.5246.220705
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:14393.5291.220808                                                            14393.5291.220808
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:2016.127.20180613                                                            2016.127.20180613
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:2016.127.20180815                                                            2016.127.20180815
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:2016.127.20180912                                                            2016.127.20180912
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:2016.127.20181010                                                            2016.127.20181010
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:2016.127.20181122                                                            2016.127.20181122
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:2016.127.20181218                                                            2016.127.20181218
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:2016.127.20190115                                                            2016.127.20190115
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:2016.127.20190214                                                            2016.127.20190214
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:2016.127.20190315                                                            2016.127.20190315
x64             WindowsServer                                       MicrosoftWindowsServer              2016-Datacenter                                    MicrosoftWindowsServer:WindowsServer:2016-Datacenter:2016.127.20190416                                                            2016.127.20190416
x64             WindowsServer                                       MicrosoftWindowsServer              2016-datacenter-gensecond                          MicrosoftWindowsServer:WindowsServer:2016-datacenter-gensecond:14393.4583.2108010852                                              14393.4583.2108010852
x64             WindowsServer                                       MicrosoftWindowsServer              2016-datacenter-gensecond                          MicrosoftWindowsServer:WindowsServer:2016-datacenter-gensecond:14393.4651.2109130103                                              14393.4651.2109130103
x64             WindowsServer                                       MicrosoftWindowsServer              2016-datacenter-gensecond                          MicrosoftWindowsServer:WindowsServer:2016-datacenter-gensecond:14393.4704.2110062116                                              14393.4704.2110062116
x64             WindowsServer                                       MicrosoftWindowsServer              2016-datacenter-gensecond                          MicrosoftWindowsServer:WindowsServer:2016-datacenter-gensecond:14393.4770.2111050154                                              14393.4770.2111050154
x64             WindowsServer                                       MicrosoftWindowsServer              2016-datacenter-gensecond                          MicrosoftWindowsServer:WindowsServer:2016-datacenter-gensecond:14393.4825.2112080838                                              14393.4825.2112080838
x64             WindowsServer                                       MicrosoftWindowsServer              2016-datacenter-gensecond                          MicrosoftWindowsServer:WindowsServer:2016-datacenter-gensecond:14393.4886.220106                                                  14393.4886.220106
x64             WindowsServer                                       MicrosoftWindowsServer              2016-datacenter-gensecond                          MicrosoftWindowsServer:WindowsServer:2016-datacenter-gensecond:14393.4889.220116                                                  14393.4889.220116
x64             WindowsServer                                       MicrosoftWindowsServer              2016-datacenter-gensecond                          MicrosoftWindowsServer:WindowsServer:2016-datacenter-gensecond:14393.4946.220202                                                  14393.4946.220202
x64             WindowsServer                                       MicrosoftWindowsServer              2016-datacenter-gensecond                          MicrosoftWindowsServer:WindowsServer:2016-datacenter-gensecond:14393.5006.220305                                                  14393.5006.220305
